"site_id","monitoring_id","group","parameter","unit","value","notes"
13,"13_0","Physical","Bottom_visible","0/1","1",NA
13,"13_0","Physical","Distance_5m","m","63.335015819361701",NA
13,"13_0","Physical","Distance_20m","m","218.54441100186699",NA
13,"13_0","Physical","Riparian_vegetation","%","100",NA
13,"13_0","Physical","Riparian_species",NA,"Native forest",NA
13,"13_0","Physical","Overhanging_trees","%","100",NA
13,"13_0","Physical","Erosion","%","0",NA
13,"13_0","Physical","Structure","0/1","0",NA
13,"13_0","Physical","Bedrock","%","10",NA
13,"13_0","Physical","Boulders","%","0",NA
13,"13_0","Physical","Cobble","%","0",NA
13,"13_0","Physical","Gravel","%","10",NA
13,"13_0","Physical","Sand","%","80",NA
13,"13_0","Physical","Mud","%","0",NA
13,"13_0","Physical","Organic_matter","%","0",NA
13,"13_0","Habitat","Vegetation_nearby","0/1","0",NA
13,"13_0","Habitat","Vegetation_species",NA,NA,NA
13,"13_0","Habitat","Wood_cover","%","0",NA
14,"14_0","Physical","Bottom_visible","0/1","1",NA
14,"14_0","Physical","Distance_5m","m","59.880478669367001",NA
14,"14_0","Physical","Distance_20m","m","183.12960987940701",NA
14,"14_0","Physical","Riparian_vegetation","%","100",NA
14,"14_0","Physical","Riparian_species",NA,"Native forest",NA
14,"14_0","Physical","Overhanging_trees","%","100",NA
14,"14_0","Physical","Erosion","%","0",NA
14,"14_0","Physical","Structure","0/1","0",NA
14,"14_0","Physical","Bedrock","%","10",NA
14,"14_0","Physical","Boulders","%","0",NA
14,"14_0","Physical","Cobble","%","0",NA
14,"14_0","Physical","Gravel","%","0",NA
14,"14_0","Physical","Sand","%","90",NA
14,"14_0","Physical","Mud","%","0",NA
14,"14_0","Physical","Organic_matter","%","0",NA
14,"14_0","Habitat","Vegetation_nearby","0/1","0",NA
14,"14_0","Habitat","Vegetation_species",NA,NA,NA
14,"14_0","Habitat","Wood_cover","%","0",NA
15,"15_0","Physical","Bottom_visible","0/1","1",NA
15,"15_0","Physical","Distance_5m","m","57.9411293181277",NA
15,"15_0","Physical","Distance_20m","m","639.03395274642901",NA
15,"15_0","Physical","Riparian_vegetation","%","100",NA
15,"15_0","Physical","Riparian_species",NA,"Native forest",NA
15,"15_0","Physical","Overhanging_trees","%","100",NA
15,"15_0","Physical","Erosion","%","0",NA
15,"15_0","Physical","Structure","0/1","0",NA
15,"15_0","Physical","Bedrock","%","50",NA
15,"15_0","Physical","Boulders","%","0",NA
15,"15_0","Physical","Cobble","%","0",NA
15,"15_0","Physical","Gravel","%","0",NA
15,"15_0","Physical","Sand","%","20",NA
15,"15_0","Physical","Mud","%","0",NA
15,"15_0","Physical","Organic_matter","%","30",NA
15,"15_0","Habitat","Vegetation_nearby","0/1","1",NA
15,"15_0","Habitat","Vegetation_species",NA,"Hornwort",NA
15,"15_0","Habitat","Wood_cover","%","6",NA
16,"16_0","Physical","Bottom_visible","0/1","1",NA
16,"16_0","Physical","Distance_5m","m","27.586278169075001",NA
16,"16_0","Physical","Distance_20m","m","565.61863728637502",NA
16,"16_0","Physical","Riparian_vegetation","%","100",NA
16,"16_0","Physical","Riparian_species",NA,"Native forest",NA
16,"16_0","Physical","Overhanging_trees","%","100",NA
16,"16_0","Physical","Erosion","%","0",NA
16,"16_0","Physical","Structure","0/1","0",NA
16,"16_0","Physical","Bedrock","%","50",NA
16,"16_0","Physical","Boulders","%","0",NA
16,"16_0","Physical","Cobble","%","0",NA
16,"16_0","Physical","Gravel","%","0",NA
16,"16_0","Physical","Sand","%","20",NA
16,"16_0","Physical","Mud","%","0",NA
16,"16_0","Physical","Organic_matter","%","30",NA
16,"16_0","Habitat","Vegetation_nearby","0/1","0",NA
16,"16_0","Habitat","Vegetation_species",NA,NA,NA
16,"16_0","Habitat","Wood_cover","%","2",NA
17,"17_0","Physical","Bottom_visible","0/1","1",NA
17,"17_0","Physical","Distance_5m","m","13.9155980353024",NA
17,"17_0","Physical","Distance_20m","m","411.55710413086803",NA
17,"17_0","Physical","Riparian_vegetation","%","100",NA
17,"17_0","Physical","Riparian_species",NA,"Native forest",NA
17,"17_0","Physical","Overhanging_trees","%","100",NA
17,"17_0","Physical","Erosion","%","0",NA
17,"17_0","Physical","Structure","0/1","0",NA
17,"17_0","Physical","Bedrock","%","0",NA
17,"17_0","Physical","Boulders","%","50",NA
17,"17_0","Physical","Cobble","%","0",NA
17,"17_0","Physical","Gravel","%","0",NA
17,"17_0","Physical","Sand","%","50",NA
17,"17_0","Physical","Mud","%","0",NA
17,"17_0","Physical","Organic_matter","%","0",NA
17,"17_0","Habitat","Vegetation_nearby","0/1","0",NA
17,"17_0","Habitat","Vegetation_species",NA,NA,NA
17,"17_0","Habitat","Wood_cover","%","30",NA
18,"18_0","Physical","Bottom_visible","0/1","1",NA
18,"18_0","Physical","Distance_5m","m","10.2582815366794",NA
18,"18_0","Physical","Distance_20m","m","393.99543134125298",NA
18,"18_0","Physical","Riparian_vegetation","%","100",NA
18,"18_0","Physical","Riparian_species",NA,"Native forest",NA
18,"18_0","Physical","Overhanging_trees","%","100",NA
18,"18_0","Physical","Erosion","%","0",NA
18,"18_0","Physical","Structure","0/1","0",NA
18,"18_0","Physical","Bedrock","%","0",NA
18,"18_0","Physical","Boulders","%","80",NA
18,"18_0","Physical","Cobble","%","0",NA
18,"18_0","Physical","Gravel","%","0",NA
18,"18_0","Physical","Sand","%","20",NA
18,"18_0","Physical","Mud","%","0",NA
18,"18_0","Physical","Organic_matter","%","0",NA
18,"18_0","Habitat","Vegetation_nearby","0/1","0",NA
18,"18_0","Habitat","Vegetation_species",NA,NA,NA
18,"18_0","Habitat","Wood_cover","%","7",NA
19,"19_0","Physical","Bottom_visible","0/1","1",NA
19,"19_0","Physical","Distance_5m","m","142.69564315661299",NA
19,"19_0","Physical","Distance_20m","m","187.90193049333001",NA
19,"19_0","Physical","Riparian_vegetation","%","100",NA
19,"19_0","Physical","Riparian_species",NA,"Native forest",NA
19,"19_0","Physical","Overhanging_trees","%","100",NA
19,"19_0","Physical","Erosion","%","0",NA
19,"19_0","Physical","Structure","0/1","0",NA
19,"19_0","Physical","Bedrock","%","0",NA
19,"19_0","Physical","Boulders","%","0",NA
19,"19_0","Physical","Cobble","%","90",NA
19,"19_0","Physical","Gravel","%","0",NA
19,"19_0","Physical","Sand","%","10",NA
19,"19_0","Physical","Mud","%","0",NA
19,"19_0","Physical","Organic_matter","%","0",NA
19,"19_0","Habitat","Vegetation_nearby","0/1","1",NA
19,"19_0","Habitat","Vegetation_species",NA,"Hornwort",NA
19,"19_0","Habitat","Wood_cover","%","4",NA
20,"20_0","Physical","Bottom_visible","0/1","1",NA
20,"20_0","Physical","Distance_5m","m","112.65205053481201",NA
20,"20_0","Physical","Distance_20m","m","153.52894194799001",NA
20,"20_0","Physical","Riparian_vegetation","%","100",NA
20,"20_0","Physical","Riparian_species",NA,"Native forest",NA
20,"20_0","Physical","Overhanging_trees","%","100",NA
20,"20_0","Physical","Erosion","%","0",NA
20,"20_0","Physical","Structure","0/1","0",NA
20,"20_0","Physical","Bedrock","%","0",NA
20,"20_0","Physical","Boulders","%","0",NA
20,"20_0","Physical","Cobble","%","90",NA
20,"20_0","Physical","Gravel","%","0",NA
20,"20_0","Physical","Sand","%","10",NA
20,"20_0","Physical","Mud","%","0",NA
20,"20_0","Physical","Organic_matter","%","0",NA
20,"20_0","Habitat","Vegetation_nearby","0/1","1",NA
20,"20_0","Habitat","Vegetation_species",NA,"Hornwort",NA
20,"20_0","Habitat","Wood_cover","%","0",NA
