"site_id","monitoring_id","date_time_out","net_type","amount_nets","species","scientific_name","species_name","maori_name","native/nonnative","taonga","amount","sex","length_mm","weight_g","soft_shelled","berried","youngs","cups","mL","notes"
2,"2_0",2025-02-05 15:01:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,471,NA,NA,NA,2.5,591.47,NA
2,"2_0",2025-02-05 15:01:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,222,NA,NA,NA,1,236.588,NA
2,"2_0",2025-02-05 15:01:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,480,NA,NA,NA,2.5,591.47,NA
2,"2_0",2025-02-05 15:01:59.995,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"M",12.13,1,NA,NA,NA,NA,NA,NA
2,"2_0",2025-02-05 15:01:59.995,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",1,NA,90,8,NA,NA,NA,NA,NA,NA
2,"2_0",2025-02-05 15:01:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,361,NA,NA,NA,2,473.176,NA
3,"3_0",2025-02-05 12:50:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"3_0",2025-02-05 12:50:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",100,NA,NA,44,NA,NA,NA,0.25,59.147,"Nets collapsed"
3,"3_0",2025-02-05 12:50:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,156,NA,NA,NA,0.75,177.441,"Nets collapsed"
3,"3_0",2025-02-07 10:45:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"3_0",2025-02-07 10:45:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,145,86,NA,NA,NA,NA,NA,NA
3,"3_0",2025-02-07 10:44:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,220,284,NA,NA,NA,NA,NA,NA
3,"3_0",2025-02-07 10:44:59.995,"Fyke",2,"Mosquitofish","Gambusia affinis","Gambusia","Mosquitofish","Nonnative","No",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"3_0",2025-02-07 10:44:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,535,NA,NA,NA,2.5,591.47,NA
3,"3_0",2025-02-07 10:44:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,578,NA,NA,NA,2.5,591.47,NA
3,"3_0",2025-02-07 10:44:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,589,NA,NA,NA,2.5,591.47,NA
3,"3_0",2025-02-07 10:44:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,559,NA,NA,NA,2.5,591.47,NA
3,"3_0",2025-02-07 10:44:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,530,NA,NA,NA,2.5,591.47,NA
3,"3_0",2025-02-07 10:44:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,529,NA,NA,NA,2.5,591.47,NA
3,"3_0",2025-02-07 10:44:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,557,NA,NA,NA,2.5,591.47,NA
3,"3_0",2025-02-07 10:44:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,221,NA,NA,NA,1,236.588,NA
4,"4_0",2025-02-05 12:20:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,6,NA,NA,NA,NA,NA,NA
4,"4_0",2025-02-05 12:20:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,24,1,NA,NA,NA,NA,NA,NA
4,"4_0",2025-02-05 12:20:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"4_0",2025-02-05 12:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",100,NA,NA,98,NA,NA,NA,0.5,118.294,NA
4,"4_0",2025-02-05 12:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,391,NA,NA,NA,2,473.176,NA
4,"4_0",2025-02-05 12:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,158,NA,NA,NA,0.75,177.441,NA
4,"4_0",2025-02-07 11:27:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"4_0",2025-02-07 11:27:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,185,NA,NA,NA,1,236.588,NA
4,"4_0",2025-02-07 11:26:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,204,NA,NA,NA,2.5,591.47,NA
4,"4_0",2025-02-07 11:26:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,581,NA,NA,NA,2.5,591.47,NA
4,"4_0",2025-02-07 11:26:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,519,NA,NA,NA,2.5,591.47,NA
4,"4_0",2025-02-07 11:26:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,65,NA,NA,NA,0.25,59.147,NA
5,"5_0",2025-02-05 11:26:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",9,NA,NA,6,NA,NA,NA,NA,NA,NA
5,"5_0",2025-02-05 11:26:00,"Box",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"5_0",2025-02-05 11:26:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",100,NA,NA,97,NA,NA,NA,0.5,118.294,NA
5,"5_0",2025-02-05 11:26:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,544,NA,NA,NA,2.5,591.47,NA
5,"5_0",2025-02-05 11:26:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,565,NA,NA,NA,2.5,591.47,NA
5,"5_0",2025-02-05 11:26:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,300,NA,NA,NA,1.5,354.882,NA
5,"5_0",2025-02-05 11:26:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,142,70,NA,NA,NA,NA,NA,NA
5,"5_0",2025-02-05 11:26:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,185,154,NA,NA,NA,NA,NA,NA
5,"5_0",2025-02-05 11:26:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,152,77,NA,NA,NA,NA,NA,NA
5,"5_0",2025-02-05 11:26:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,121,51,NA,NA,NA,NA,NA,NA
5,"5_0",2025-02-05 11:26:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",41.11,44,NA,NA,NA,NA,NA,NA
5,"5_0",2025-02-05 11:26:00,"Fyke",2,"Kōura","Paranephrops planifrons","Freshwater_crayfish","Kōura","Native","Yes",1,"F",47,66,NA,NA,NA,NA,NA,NA
5,"5_0",2025-02-05 11:26:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,86,NA,NA,NA,NA,NA,NA,NA
5,"5_0",2025-02-05 11:26:00,"Fyke",2,"Catfish","Ameiurus nebulosus","Catfish","Catfish","Nonnative","No",1,NA,59,3,NA,NA,NA,NA,NA,NA
5,"5_0",2025-02-05 11:26:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,483,NA,NA,NA,2.5,591.47,NA
5,"5_0",2025-02-05 11:26:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,187,NA,NA,NA,1,236.588,NA
6,"6_0",2025-02-05 10:42:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",19,NA,NA,29,NA,NA,NA,NA,NA,NA
6,"6_0",2025-02-05 10:42:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,138,66,NA,NA,NA,NA,NA,NA
6,"6_0",2025-02-05 10:42:00,"Fyke",2,"Catfish","Ameiurus nebulosus","Catfish","Catfish","Nonnative","No",1,NA,104,15,NA,NA,NA,NA,NA,NA
6,"6_0",2025-02-05 10:41:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",100,NA,NA,138,NA,NA,NA,0.75,177.441,NA
6,"6_0",2025-02-05 10:41:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,543,NA,NA,NA,2.5,591.47,NA
6,"6_0",2025-02-05 10:41:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,222,NA,NA,NA,1,236.588,NA
6,"6_0",2025-02-05 10:41:59.995,"Fyke",2,"Eel","Anguilla dieffenbachii","Long_fin_eel","Tuna","Native","Yes",1,NA,550,NA,NA,NA,NA,NA,NA,NA
6,"6_0",2025-02-05 10:41:59.995,"Fyke",2,"Catfish","Ameiurus nebulosus","Catfish","Catfish","Nonnative","No",1,NA,325,477,NA,NA,NA,NA,NA,NA
6,"6_0",2025-02-05 10:41:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,210,219,NA,NA,NA,NA,NA,NA
6,"6_0",2025-02-05 10:41:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,175,132,NA,NA,NA,NA,NA,NA
6,"6_0",2025-02-05 10:41:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,136,67,NA,NA,NA,NA,NA,NA
6,"6_0",2025-02-05 10:41:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,540,NA,NA,NA,2.5,591.47,NA
6,"6_0",2025-02-05 10:41:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,518,NA,NA,NA,2.5,591.47,NA
6,"6_0",2025-02-05 10:41:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,567,NA,NA,NA,2.5,591.47,NA
6,"6_0",2025-02-05 10:41:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,568,NA,NA,NA,2.5,591.47,NA
6,"6_0",2025-02-05 10:41:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,553,NA,NA,NA,2.5,591.47,NA
6,"6_0",2025-02-05 10:41:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,587,NA,NA,NA,2.5,591.47,NA
6,"6_0",2025-02-05 10:41:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,275,NA,NA,NA,1.25,295.735,NA
6,"6_0",2025-02-05 10:41:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,223,NA,NA,NA,1,236.588,NA
7,"7_0",2025-02-05 02:00:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"7_0",2025-02-05 02:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,169,134,NA,NA,NA,NA,NA,NA
7,"7_0",2025-02-05 02:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,200,192,NA,NA,NA,NA,NA,NA
7,"7_0",2025-02-05 02:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,185,158,NA,NA,NA,NA,NA,NA
7,"7_0",2025-02-05 02:00:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"7_0",2025-02-05 02:00:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,181,135,NA,NA,NA,NA,NA,NA
7,"7_0",2025-02-05 02:00:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",8,NA,NA,14,NA,NA,NA,NA,NA,NA
7,"7_0",2025-02-05 02:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,546,NA,NA,NA,2.5,591.47,NA
7,"7_0",2025-02-05 02:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,542,NA,NA,NA,2.5,591.47,NA
7,"7_0",2025-02-05 02:00:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,275,NA,NA,NA,1.5,354.882,NA
7,"7_0",2025-02-06 11:50:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",4,NA,NA,5,NA,NA,NA,NA,NA,NA
7,"7_0",2025-02-06 11:50:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,235,350,NA,NA,NA,NA,NA,NA
7,"7_0",2025-02-06 11:50:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,249,373,NA,NA,NA,NA,NA,NA
7,"7_0",2025-02-06 11:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,225,301,NA,NA,NA,NA,NA,NA
7,"7_0",2025-02-06 11:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,195,189,NA,NA,NA,NA,NA,NA
7,"7_0",2025-02-06 11:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,185,180,NA,NA,NA,NA,NA,NA
7,"7_0",2025-02-06 11:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,185,172,NA,NA,NA,NA,NA,NA
7,"7_0",2025-02-06 11:49:59.995,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,149,93,NA,NA,NA,NA,NA,NA
7,"7_0",2025-02-06 11:49:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,610,NA,NA,NA,2.5,591.47,NA
7,"7_0",2025-02-06 11:49:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,469,NA,NA,NA,2.5,591.47,NA
7,"7_0",2025-02-06 11:49:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,358,NA,NA,NA,1.6,378.5408,NA
8,"8_0",2025-02-05 13:45:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"8_0",2025-02-05 13:45:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",13,NA,NA,11,NA,NA,NA,NA,NA,"Nets collapsed"
8,"8_0",2025-02-05 13:45:00,"Fyke",2,"Kōaro","Galaxias brevipinnis","Climbing_galaxias","Kōaro","Native","Yes",1,NA,75,4,NA,NA,NA,NA,NA,"Nets collapsed"
8,"8_0",2025-02-05 13:44:59.995,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",3,NA,NA,NA,NA,NA,NA,NA,NA,"Nets collapsed"
8,"8_0",2025-02-05 13:44:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,130,NA,NA,NA,0.33,78.07404,"Nets collapsed"
8,"8_0",2025-02-05 13:44:59.995,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,44,NA,NA,NA,0.25,59.147,"Nets collapsed"
8,"8_0",2025-02-06 12:20:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"8_0",2025-02-06 12:20:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,124,52,NA,NA,NA,NA,NA,NA
8,"8_0",2025-02-06 12:20:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,93,20,NA,NA,NA,NA,NA,NA
8,"8_0",2025-02-06 12:20:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,200,200,NA,NA,NA,NA,NA,NA
8,"8_0",2025-02-06 12:20:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,55,65,NA,NA,NA,NA,NA,NA
8,"8_0",2025-02-06 12:20:00,"Fyke",2,"Common_smelt","Retropinna retropinna","Common_smelt","Common_smelt","Native","No",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"8_0",2025-02-06 12:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,527,NA,NA,NA,2.5,591.47,NA
8,"8_0",2025-02-06 12:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,451,NA,NA,NA,2.5,591.47,NA
8,"8_0",2025-02-06 12:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,537,NA,NA,NA,2.5,591.47,NA
8,"8_0",2025-02-06 12:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,469,NA,NA,NA,2.5,591.47,NA
8,"8_0",2025-02-06 12:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,483,NA,NA,NA,2.5,591.47,NA
8,"8_0",2025-02-06 12:20:00,"Fyke",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",NA,NA,NA,347,NA,NA,NA,1.5,354.882,NA
9,"9_0",2025-02-05 09:08:00,"Box",2,"Bullies","Gobiomorphus cotidianus","Common_bully","Toitoi","Native","No",18,NA,NA,14,NA,NA,NA,NA,NA,NA
9,"9_0",2025-02-05 09:08:00,"Fyke",2,"Goldfish","Carassius auratus","Goldfish","Morihana","Nonnative","No",1,NA,207,204,NA,NA,NA,NA,NA,NA
