"site_id","monitoring_id","group","parameter","unit","value","notes"
5,"5_2","Chemical","Specific_conductivity","µS/cm",158.8,NA
5,"5_2","Chemical","pH",NA,7.94,NA
6,"6_2","Chemical","Temperature","Degree C",11.2,NA
6,"6_2","Chemical","DO_mgl","mg/l",10.46,NA
6,"6_2","Chemical","DO_percent","%",95.3,NA
6,"6_2","Chemical","Conductivity","µS/cm",117.5,NA
6,"6_2","Chemical","Specific_conductivity","µS/cm",159.7,NA
6,"6_2","Chemical","pH",NA,8.15,NA
7,"7_2","Chemical","Temperature","Degree C",13,NA
7,"7_2","Chemical","DO_mgl","mg/l",11.45,NA
7,"7_2","Chemical","DO_percent","%",108.6,NA
7,"7_2","Chemical","Conductivity","µS/cm",121.1,NA
7,"7_2","Chemical","Specific_conductivity","µS/cm",157.1,NA
7,"7_2","Chemical","pH",NA,5.88,NA
8,"8_2","Chemical","Temperature","Degree C",14.6,NA
8,"8_2","Chemical","DO_mgl","mg/l",10.32,NA
8,"8_2","Chemical","DO_percent","%",101.4,NA
8,"8_2","Chemical","Conductivity","µS/cm",224.1,NA
8,"8_2","Chemical","Specific_conductivity","µS/cm",280,NA
8,"8_2","Chemical","pH",NA,3.85,NA
9,"9_2","Chemical","Temperature","Degree C",11.9,NA
9,"9_2","Chemical","DO_mgl","mg/l",9.69,NA
9,"9_2","Chemical","DO_percent","%",89.8,NA
9,"9_2","Chemical","Conductivity","µS/cm",109.7,NA
9,"9_2","Chemical","Specific_conductivity","µS/cm",146.2,NA
9,"9_2","Chemical","pH",NA,8.22,NA
10,"10_2","Chemical","Temperature","Degree C",11.9,NA
10,"10_2","Chemical","DO_mgl","mg/l",9.95,NA
10,"10_2","Chemical","DO_percent","%",92.1,NA
10,"10_2","Chemical","Conductivity","µS/cm",113.3,NA
10,"10_2","Chemical","Specific_conductivity","µS/cm",151.3,NA
10,"10_2","Chemical","pH",NA,7.99,NA
11,"11_2","Chemical","Temperature","Degree C",12.1,NA
11,"11_2","Chemical","DO_mgl","mg/l",10.24,NA
11,"11_2","Chemical","DO_percent","%",95.4,NA
11,"11_2","Chemical","Conductivity","µS/cm",114.4,NA
11,"11_2","Chemical","Specific_conductivity","µS/cm",151.7,NA
11,"11_2","Chemical","pH",NA,6.52,NA
12,"12_2","Chemical","Temperature","Degree C",12.1,NA
12,"12_2","Chemical","DO_mgl","mg/l",10.24,NA
12,"12_2","Chemical","DO_percent","%",95.4,NA
12,"12_2","Chemical","Conductivity","µS/cm",114.4,NA
12,"12_2","Chemical","Specific_conductivity","µS/cm",151.7,NA
12,"12_2","Chemical","pH",NA,6.52,NA
13,"13_2","Chemical","Temperature","Degree C",11.9,NA
13,"13_2","Chemical","DO_mgl","mg/l",10.42,NA
13,"13_2","Chemical","DO_percent","%",96.4,NA
13,"13_2","Chemical","Conductivity","µS/cm",126.2,NA
13,"13_2","Chemical","Specific_conductivity","µS/cm",168.5,NA
13,"13_2","Chemical","pH",NA,6.45,NA
14,"14_2","Chemical","Temperature","Degree C",11.9,NA
14,"14_2","Chemical","DO_mgl","mg/l",10.42,NA
14,"14_2","Chemical","DO_percent","%",96.4,NA
14,"14_2","Chemical","Conductivity","µS/cm",126.2,NA
14,"14_2","Chemical","Specific_conductivity","µS/cm",168.5,NA
14,"14_2","Chemical","pH",NA,6.45,NA
15,"15_2","Chemical","Temperature","Degree C",11.6,NA
15,"15_2","Chemical","DO_mgl","mg/l",10.2,NA
15,"15_2","Chemical","DO_percent","%",93.9,NA
15,"15_2","Chemical","Conductivity","µS/cm",114.9,NA
15,"15_2","Chemical","Specific_conductivity","µS/cm",154.3,NA
15,"15_2","Chemical","pH",NA,7.12,NA
16,"16_2","Chemical","Temperature","Degree C",11.8,NA
16,"16_2","Chemical","DO_mgl","mg/l",10.26,NA
16,"16_2","Chemical","DO_percent","%",94.8,NA
16,"16_2","Chemical","Conductivity","µS/cm",115.7,NA
16,"16_2","Chemical","Specific_conductivity","µS/cm",154.8,NA
16,"16_2","Chemical","pH",NA,7.64,NA
17,"17_2","Chemical","Temperature","Degree C",12.3,NA
17,"17_2","Chemical","DO_mgl","mg/l",10.02,NA
17,"17_2","Chemical","DO_percent","%",98.6,NA
17,"17_2","Chemical","Conductivity","µS/cm",115.3,NA
17,"17_2","Chemical","Specific_conductivity","µS/cm",152.3,NA
17,"17_2","Chemical","pH",NA,6.39,NA
18,"18_2","Chemical","Temperature","Degree C",12.3,NA
18,"18_2","Chemical","DO_mgl","mg/l",10.02,NA
18,"18_2","Chemical","DO_percent","%",98.6,NA
18,"18_2","Chemical","Conductivity","µS/cm",115.3,NA
18,"18_2","Chemical","Specific_conductivity","µS/cm",152.3,NA
18,"18_2","Chemical","pH",NA,6.39,NA
19,"19_2","Chemical","Temperature","Degree C",12.2,NA
19,"19_2","Chemical","DO_mgl","mg/l",9.93,NA
19,"19_2","Chemical","DO_percent","%",92.6,NA
19,"19_2","Chemical","Conductivity","µS/cm",116.3,NA
19,"19_2","Chemical","Specific_conductivity","µS/cm",153.8,NA
19,"19_2","Chemical","pH",NA,6.59,NA
20,"20_2","Chemical","Temperature","Degree C",12.2,NA
20,"20_2","Chemical","DO_mgl","mg/l",9.93,NA
20,"20_2","Chemical","DO_percent","%",92.6,NA
20,"20_2","Chemical","Conductivity","µS/cm",116.3,NA
20,"20_2","Chemical","Specific_conductivity","µS/cm",153.8,NA
20,"20_2","Chemical","pH",NA,6.59,NA
1,"1_3","Chemical","Temperature","Degree C",15.7,NA
1,"1_3","Chemical","DO_mgl","mg/l",10.66,NA
1,"1_3","Chemical","DO_percent","%",107.3,NA
1,"1_3","Chemical","Conductivity","µS/cm",116.9,NA
1,"1_3","Chemical","Specific_conductivity","µS/cm",142.2,NA
1,"1_3","Chemical","pH",NA,6.5,NA
2,"2_3","Chemical","Temperature","Degree C",15.6,NA
2,"2_3","Chemical","DO_mgl","mg/l",11.21,NA
2,"2_3","Chemical","DO_percent","%",112.6,NA
2,"2_3","Chemical","Conductivity","µS/cm",118,NA
2,"2_3","Chemical","Specific_conductivity","µS/cm",143.9,NA
2,"2_3","Chemical","pH",NA,7.7,NA
3,"3_3","Chemical","Temperature","Degree C",15.6,NA
3,"3_3","Chemical","DO_mgl","mg/l",10.37,NA
3,"3_3","Chemical","DO_percent","%",104.3,NA
3,"3_3","Chemical","Conductivity","µS/cm",128,NA
3,"3_3","Chemical","Specific_conductivity","µS/cm",155.9,NA
3,"3_3","Chemical","pH",NA,7.45,NA
4,"4_3","Chemical","Temperature","Degree C",15.7,NA
4,"4_3","Chemical","DO_mgl","mg/l",10.33,NA
4,"4_3","Chemical","DO_percent","%",103.9,NA
4,"4_3","Chemical","Conductivity","µS/cm",129.2,NA
4,"4_3","Chemical","Specific_conductivity","µS/cm",157.3,NA
4,"4_3","Chemical","pH",NA,7.61,NA
5,"5_3","Chemical","Temperature","Degree C",16.4,NA
5,"5_3","Chemical","DO_mgl","mg/l",9.97,NA
5,"5_3","Chemical","DO_percent","%",102,NA
5,"5_3","Chemical","Conductivity","µS/cm",142.6,NA
5,"5_3","Chemical","Specific_conductivity","µS/cm",170.6,NA
5,"5_3","Chemical","pH",NA,7.48,NA
6,"6_3","Chemical","Temperature","Degree C",16.2,NA
6,"6_3","Chemical","DO_mgl","mg/l",9.6,NA
6,"6_3","Chemical","DO_percent","%",97.7,NA
6,"6_3","Chemical","Conductivity","µS/cm",143.6,NA
6,"6_3","Chemical","Specific_conductivity","µS/cm",172.6,NA
6,"6_3","Chemical","pH",NA,7.93,NA
7,"7_3","Chemical","Temperature","Degree C",17.3,NA
7,"7_3","Chemical","DO_mgl","mg/l",10.26,NA
7,"7_3","Chemical","DO_percent","%",106.8,NA
7,"7_3","Chemical","Conductivity","µS/cm",168.3,NA
7,"7_3","Chemical","Specific_conductivity","µS/cm",197.5,NA
7,"7_3","Chemical","pH",NA,4.97,NA
8,"8_3","Chemical","Temperature","Degree C",16.7,NA
8,"8_3","Chemical","DO_mgl","mg/l",10.31,NA
8,"8_3","Chemical","DO_percent","%",106.1,NA
8,"8_3","Chemical","Conductivity","µS/cm",162.9,NA
8,"8_3","Chemical","Specific_conductivity","µS/cm",193.4,NA
8,"8_3","Chemical","pH",NA,6.16,NA
9,"9_3","Chemical","Temperature","Degree C",14.8,NA
9,"9_3","Chemical","DO_mgl","mg/l",10.25,NA
9,"9_3","Chemical","DO_percent","%",101.3,NA
9,"9_3","Chemical","Conductivity","µS/cm",121.2,NA
9,"9_3","Chemical","Specific_conductivity","µS/cm",150.4,NA
9,"9_3","Chemical","pH",NA,8.24,NA
10,"10_3","Chemical","Temperature","Degree C",14.8,NA
10,"10_3","Chemical","DO_mgl","mg/l",10.25,NA
10,"10_3","Chemical","DO_percent","%",101.3,NA
10,"10_3","Chemical","Conductivity","µS/cm",121.2,NA
10,"10_3","Chemical","Specific_conductivity","µS/cm",150.4,NA
10,"10_3","Chemical","pH",NA,8.24,NA
11,"11_3","Chemical","Temperature","Degree C",20.3,NA
11,"11_3","Chemical","DO_mgl","mg/l",9.99,NA
11,"11_3","Chemical","DO_percent","%",110.5,NA
11,"11_3","Chemical","Conductivity","µS/cm",139.5,NA
11,"11_3","Chemical","Specific_conductivity","µS/cm",153.4,NA
11,"11_3","Chemical","pH",NA,8.35,NA
12,"12_3","Chemical","Temperature","Degree C",20.3,NA
12,"12_3","Chemical","DO_mgl","mg/l",9.99,NA
12,"12_3","Chemical","DO_percent","%",110.5,NA
12,"12_3","Chemical","Conductivity","µS/cm",139.5,NA
12,"12_3","Chemical","Specific_conductivity","µS/cm",153.4,NA
12,"12_3","Chemical","pH",NA,8.35,NA
13,"13_3","Chemical","Temperature","Degree C",20.6,NA
13,"13_3","Chemical","DO_mgl","mg/l",10.37,NA
13,"13_3","Chemical","DO_percent","%",115.4,NA
13,"13_3","Chemical","Conductivity","µS/cm",148,NA
13,"13_3","Chemical","Specific_conductivity","µS/cm",161.6,NA
13,"13_3","Chemical","pH",NA,8.58,NA
14,"14_3","Chemical","Temperature","Degree C",20.6,NA
14,"14_3","Chemical","DO_mgl","mg/l",10.37,NA
14,"14_3","Chemical","DO_percent","%",115.4,NA
14,"14_3","Chemical","Conductivity","µS/cm",148,NA
14,"14_3","Chemical","Specific_conductivity","µS/cm",161.6,NA
14,"14_3","Chemical","pH",NA,8.58,NA
15,"15_3","Chemical","Temperature","Degree C",20.6,NA
15,"15_3","Chemical","DO_mgl","mg/l",9.85,NA
15,"15_3","Chemical","DO_percent","%",109.7,NA
15,"15_3","Chemical","Conductivity","µS/cm",95.3,NA
15,"15_3","Chemical","Specific_conductivity","µS/cm",104,NA
15,"15_3","Chemical","pH",NA,8.17,NA
16,"16_3","Chemical","Temperature","Degree C",20.6,NA
16,"16_3","Chemical","DO_mgl","mg/l",9.85,NA
16,"16_3","Chemical","DO_percent","%",109.7,NA
16,"16_3","Chemical","Conductivity","µS/cm",95.3,NA
16,"16_3","Chemical","Specific_conductivity","µS/cm",104,NA
16,"16_3","Chemical","pH",NA,8.17,NA
17,"17_3","Chemical","Temperature","Degree C",19.4,NA
17,"17_3","Chemical","DO_mgl","mg/l",10.31,NA
17,"17_3","Chemical","DO_percent","%",112.1,NA
17,"17_3","Chemical","Conductivity","µS/cm",137.8,NA
17,"17_3","Chemical","Specific_conductivity","µS/cm",154.3,NA
17,"17_3","Chemical","pH",NA,8.09,NA
18,"18_3","Chemical","Temperature","Degree C",19.4,NA
18,"18_3","Chemical","DO_mgl","mg/l",10.31,NA
18,"18_3","Chemical","DO_percent","%",112.1,NA
18,"18_3","Chemical","Conductivity","µS/cm",137.8,NA
18,"18_3","Chemical","Specific_conductivity","µS/cm",154.3,NA
18,"18_3","Chemical","pH",NA,8.09,NA
19,"19_3","Chemical","Temperature","Degree C",19.3,NA
19,"19_3","Chemical","DO_mgl","mg/l",9.96,NA
